Path[0]Xgrid,20,Ygrid,5,Distance,36.6791643405797,Fdis,0.0272634346495637,Fitness,0,subcount,28





































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































sub[0]Xgrid,20,Ygrid,5,36.6791643405797,





sub[0]Xgrid,20,Ygrid,5,36.6802599861105,sub[1]Xgrid,22,Ygrid,14,36.6802599861105,
sub[0]Xgrid,20,Ygrid,5,36.6802599861105,sub[1]Xgrid,22,Ygrid,14,36.6802599861105,
sub[0]Xgrid,20,Ygrid,5,36.6802599861105,sub[1]Xgrid,22,Ygrid,14,36.6802599861105,





